x,f,n
1,6,11
2,5,10
3,5,10
4,5,10
5,5,10
6,5,10
7,5,10
8,5,10
9,5,10
10,5,10
11,5,10
12,5,11
13,5,11
14,5,10
15,5,10
16,5,10
17,5,10
18,5,10
19,5,10
20,5,10
21,5,10
22,5,10
23,5,10
24,5,10
25,5,10
26,5,10
27,5,10
28,5,11
29,5,11
30,5,11
31,5,11
32,5,11
33,5,11
34,5,11
35,5,11
36,5,11
37,5,11
38,5,11
39,5,11
40,5,11
41,5,11
42,5,11
43,5,11
44,5,10
45,5,11
46,5,10
47,5,10
48,5,10
49,5,10
50,5,10
51,5,10
52,5,10
53,5,10
54,5,10
